etd_1
thesis_format,title,publication_date,degree_name,department,department2,embargo,embargo_date,embargo_reason,language,keywords,disciplines,distribution_license,author1_institution
,"Sequesteration of lead, cadmium and arsenic by Lactobacillus species and detoxication potential",2012-08-02 00:00,Master of Science,Microbiology and Immunology,,FALSE,,,English,"Heavy metals, lactobacilli, gut microbiota, detoxication, detoxification",Bacteriology; Environmental Microbiology and Microbial Ecology; Other Microbiology,,The University of Western Ontario
,Functional Recovery and Caregiver Support of Stroke Patients Admitted for Rehabilitation in Singapore Community Hospitals (1996 to 2005),2012-08-16 00:00,Doctor of Philosophy,Family Medicine,,FALSE,,,English,Activities of daily living; caregivers; effectiveness; efficiency; length of stay; outcome assessment (health care); rehabilitation; rehabilitation centers; socioeconomic factors; stroke,Health Services Research; Rehabilitation and Therapy,,The University of Western Ontario
,The Effects of Neonatal Immune System Activation with Lipopolysaccharide on Adolescent and Adult Anxiety Behaviours in Male and Female Rats,2012-07-13 00:00,Master of Science,Psychology,,FALSE,,,English,"immune activation, lipopolysaccharide, neonatal, development, anxiety, sex differences",Other Psychology,,The University of Western Ontario
,Taking a Closer Look at Workplace Incivility: Dimensionality and Source Effects,2012-07-18 00:00,Master of Science,Psychology,,FALSE,,,English,"Workplace incivility, Source effects, Supervisor, Co-worker, Victims, Workplace Incivility Scale, Dimensionality",Industrial and Organizational Psychology; Psychology,,The University of Western Ontario
,"Out of Order: Thinking Through Robin Collyer, Discontent and Affirmation (1973-1985)",2012-08-23 00:00,Doctor of Philosophy,Visual Arts,,FALSE,,,English,"Robin Collyer, Philip Monk, Hannah Arendt, sculpture, action, thinking.",Interdisciplinary Arts and Media,,The University of Western Ontario
,The Multicomponent Synthesis of Pyrroles from Cylcopropane S Using a One Pot Pd(0) Catalyzed Dehydrocarbonylation Protocol,2012-07-27 00:00,Master of Science,Chemistry,,FALSE,,,English,"Cyclopropanes, nitrones, tetrahydro-1, 2-oxazines, 4, 5-dihydro-1, 2-oxazines, pyrroles, BM 212, Atorvastatin Calcium, dehydrocarbonylation",Organic Chemistry,,The University of Western Ontario
,"Relational Viewing: Affect, Trauma and the Viewer in Contemporary Autobiographical Art",2012-08-10 00:00,Doctor of Philosophy,Art and Visual Culture,,FALSE,,,English,"Affect, trauma, contemporary art, autobiography, relational viewing, community, silence, touch, memory, identification","American Art and Architecture; American Material Culture; Art Practice; Book and Paper; Contemporary Art; Film and Media Studies; Fine Arts; Lesbian, Gay, Bisexual, and Transgender Studies; Theory and Criticism; Visual Studies",,The University of Western Ontario
,An Image-Based Tool to Examine Joint Congruency at the Elbow,2012-09-19 00:00,Doctor of Philosophy,Biomedical Engineering,,FALSE,,,English,"Elbow, Registration, Joint Congruency, 3D Reconstruction, x-ray CT, orthopaedic, motion capture, ulnohumeral joint",Biological Engineering; Engineering,,The University of Western Ontario
,“We Should be Listening to Our Elders”: Evaluation of Transfer of Indigenous Knowledge between Anishinabe Youth and Elders,2012-07-31 00:00,Master of Arts,Geography,,FALSE,,,English,"Indigenous knowledge, knowledge transfer, youth, health, intervention, environment",Human Geography; Translational Medical Research,,The University of Western Ontario
,Religious Rebels: The Religious Views and Motivations of Confederate Generals,2012-10-03 00:00,Doctor of Philosophy,History,,FALSE,,,English,"religion, warfare, Confederate generals, faith, church, Christianity",History of Religion,,The University of Western Ontario
,Chiral Separation of Racemic Mandelic Acid by the Coupling Crystallization Process and Simulated Moving Bed Technology,2012-08-14 00:00,Doctor of Philosophy,Chemical and Biochemical Engineering,,FALSE,,,English,"Mandelic acid, racemic compound solubility, metastable zone, cooling crystallization, parameter estimate, nucleation and growth kinetics, FBRM, ATR-FTIR, mobile phase composition, competitive adsorption isotherms, inverse method, frontal analysis, simulated moving bed.",Process Control and Systems,,The University of Western Ontario
,"Feasibility, Effectiveness, Costs and Patient Satisfaction Associated with a Web-based Follow-up Assessment Following Total Joint Arthroplasty",2012-08-13 00:00,Doctor of Philosophy,Health and Rehabilitation Sciences,,FALSE,,,English,"Web-based, Total Joint Arthroplasy, Follow-up, Costs, effectiveness, feasibility",Medicine and Health Sciences; Orthopedics,,The University of Western Ontario
,School-based physical activity in children: An evaluation of the Daily Physical Activity program in Ontario elementary schools.,2012-08-27 00:00,Doctor of Philosophy,Kinesiology,,FALSE,,,English,"Physical activity, children, school, physical education, child health, childhood obesity.",Exercise Science,,The University of Western Ontario
,Investigation of Wireless LAN for IEC 61850 based Smart Distribution Substations,2012-08-03 00:00,Doctor of Philosophy,Electrical and Computer Engineering,,FALSE,,,English,"IEC 61850, Wireless LAN, Smart Distribution Substation",Power and Energy,,The University of Western Ontario
,Low Power AC-DC and DC-DC Multilevel Converters,2012-07-25 00:00,Doctor of Philosophy,Electrical and Computer Engineering,,TRUE,2013-01-01 00:00,,English,"Single-Phase AC-DC Rectifiers, Three-Phase AC-DC Rectifiers, Power Factor Correction, Single-Stage Converters, DC-DC Converters, Multilevel Converters.",Power and Energy,,The University of Western Ontario
,An Alliance of Fragments: Actor-Network-Theory and the Translation of Things,2012-08-20 00:00,Doctor of Philosophy,Art and Visual Culture,,FALSE,,,English,"Actor- Network-Theory, Bruno Latour, Louise Lawler, Appropriation, Canadian art, contemporary art",Art Practice; Contemporary Art; Fine Arts; Sociology of Culture; Theory and Criticism; Visual Studies; Women's Studies,,The University of Western Ontario
,Synthesis and Characterization of Graphene-Polymer Nanocomposites via Reversible Addition-Fragmentation Chain-Transfer Polymerization,,Master of Engineering Science,Chemical and Biochemical Engineering,,TRUE,2014-07-03 00:00,,English,"RAFT polymerization, reduced graphene oxide, polydopamine, grafting from, polystyrene, nanocomposites",Polymer Science,,The University of Western Ontario
,Solar and Visible Light Driven Photocatalysis for Sacrificial Hydrogen Generation and Water Detoxification with Chemically Modified Ti02,2012-08-16 00:00,Doctor of Philosophy,Chemical and Biochemical Engineering,,FALSE,,,English,"Dye, sensitization, solar, visible, hydrogen, sacrificial, TiO2, phenol, photoreactor, eosin Y, triethanolamine, formaldehyde",Catalysis and Reaction Engineering; Environmental Engineering,,The University of Western Ontario
,Transforming Growth Factor Beta Receptor Partitioning: Molecular Mechanisms and Functional Consequences,2012-08-14 00:00,Doctor of Philosophy,Physiology,,TRUE,2014-07-03 00:00,,English,"Transforming growth factor beta, Membrane raft, Endocytosis, Beta arrestin, Intracellular Trafficking",Medical Sciences,,The University of Western Ontario
,The Prevalence of the Magistrate in the Political Theology of Heinrich Bullinger,2012-08-08 00:00,Master of Arts,Theology,,FALSE,,,English,"Heinrich Bullinger, magistrate, political theology, Zwingli, Pactum, law, English Reformation",History of Christianity,,The University of Western Ontario
,It's Complicated: Romantic Breakups and Their Aftermath on Facebook,2012-07-24 00:00,Master of Arts,Media Studies,,FALSE,,,English,"social network sites, Facebook, romantic breakups, romantic dissolution, distress, breakup distress",Communication Technology and New Media,,The University of Western Ontario
,Diagnostic Validity of Physical Examination Maneuvers and Patient Reported History for Shoulder Pathology,2012-08-20 00:00,Doctor of Philosophy,Health and Rehabilitation Sciences,,FALSE,,,English,"shoulder, diagnosis, history, physical examination",Diagnosis,,The University of Western Ontario
,Environmental Physiology of Flight in Migratory Birds,2012-08-22 00:00,Doctor of Philosophy,Biology,,FALSE,,,English,"Avian flight, dehydration, protein catabolism, exercise metabolism, bird migration, avian osmoregulation",Comparative and Evolutionary Physiology; Exercise Physiology; Ornithology; Systems and Integrative Physiology; Zoology,,The University of Western Ontario
,The Effects of Equity Sensitivity and Teamwork Self-Efficacy on Team Reward Preference,2012-07-25 00:00,Master of Science,Psychology,,FALSE,,,English,"compensation, teams, team rewards, equity theory, equity sensitivity, teamwork self-efficacy",Industrial and Organizational Psychology,,The University of Western Ontario
,Working Toward Transformation and Change: Exploring Non-Aboriginal Teachers’ Experiences in Facilitating and Strengthening Students’ Awareness of Indigenous Knowledge and Aboriginal Perspectives,2012-08-15 00:00,Master of Education,Education,,FALSE,,,English,"Aboriginal education, Indigenous education, culturally responsive schooling, decolonization, critical pedagogy",Curriculum and Instruction; Secondary Education and Teaching,,The University of Western Ontario
,Cadmium Accumulation and Distribution in Lettuce and Barley,2012-08-16 00:00,Doctor of Philosophy,Biology,,FALSE,,,English,"accumulation, cadmium, distribution, phytochelatin, transpiration",Agricultural Science; Agriculture; Agronomy and Crop Sciences; Biochemistry; Biology; Environmental Health; Plant Biology; Toxicology,,The University of Western Ontario
,Identification of a Molecular Opiate-Addiction Memory Switch in the Basolateral Amygdala,2012-08-01 00:00,Master of Science,Neuroscience,,FALSE,,,English,"Opiate, Addiction, MEK, CaMKII, Dopmaine, Basolateral Amygdala",Behavioral Neurobiology; Molecular and Cellular Neuroscience,,The University of Western Ontario
,New Paradigms for Active Learning,2012-08-23 00:00,Doctor of Philosophy,Computer Science,,FALSE,,,English,"active learning, learning process, minimizing the number of mistakes, guaranteed label quality, labeling cost, learning effort",,,The University of Western Ontario
,Rule-Based Category Learning in Children: The Role of Inhibitory Control,2012-07-26 00:00,Master of Science,Psychology,,FALSE,,,English,"category learning, rules, inhibitory control, working memory, development",Cognition and Perception,,The University of Western Ontario
,Phenotypic Analysis of Schizosaccharomyces Pombe Strains bearing Site-Directed Mutations in the Carboxy Terminal Domain of the Largest Subunit of RNA Polymerase II,2012-08-24 00:00,Master of Science,Biology,,FALSE,,,English,"RNA polymerase II, Carboxy Terminal Domain, Phosphorylation, Transcription, Fission Yeast",Cell Biology,,The University of Western Ontario
,The cross talk between TrkB and NMDA receptors through RasGrf1,2012-08-23 00:00,Doctor of Philosophy,Biochemistry,,FALSE,,,English,"RasGrf1, NMDA receptor, TrkB, neurotrophins, LTP, LTD",Medical Biochemistry,,The University of Western Ontario
,How do teachers teach students with working memory impairments in the regular classroom? A grounded theory approach,2012-07-27 00:00,Master of Science,Health and Rehabilitation Sciences,,FALSE,,,English,"working memory, working memory impairments, working memory and teaching, grounded theory, teaching strategies, characteristics of working memory impairments, working memory and classroom",Educational Psychology; Elementary Education and Teaching,,The University of Western Ontario
