Last Name	First and Middle Name	Departments	Faculty	ORCID
Valcke	Patricia Anne	Family Medicine - General	Schulich School of Medicine & Dentistry	
Van Dam	Darren	Family Medicine - General	Schulich School of Medicine & Dentistry	
Vandewalle	Philip Leon	Family Medicine - General	Schulich School of Medicine & Dentistry	
Vingilis	Evelyn R	Family Medicine - General	Schulich School of Medicine & Dentistry	
Wetmore	Stephen J.	Family Medicine - General	Schulich School of Medicine & Dentistry	
Wickett	Jamie Anne	Family Medicine - General	Schulich School of Medicine & Dentistry	
Akbari	Alireza	Medical Biophysics	Schulich School of Medicine & Dentistry	
Baron	Corey	"Medical Biophysics, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0001-7343-5580
Battista	Jerry Joseph	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0003-0686-5809
Bauman	Glenn S	"Medical Biophysics, Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-5279-7360
Bihari	Aurelia	"Medical Biophysics, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-5127-9238
Bouisset	Nicolas	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0001-9068-8643
Bureau	Yves	Medical Biophysics	Schulich School of Medicine & Dentistry	
Campbell	Gordon John	Medical Biophysics	Schulich School of Medicine & Dentistry	
Carson	Jeffrey John Leslie	"Medical Biophysics, Surgery"	Schulich School of Medicine & Dentistry	
Chen	Jeff Z.	Medical Biophysics	Schulich School of Medicine & Dentistry	
Cunningham	Ian A.	"Medical Biophysics, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0009-0000-3209-5962
Dhanvantari	Savita	"Medical Biophysics, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	0000-0001-6453-1386
Diop	Mamadou	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0003-1244-7830
Disher	Brandon Michael Stuart	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Dobson	Howard	Medical Biophysics	Schulich School of Medicine & Dentistry	
Drangova	Maria	"Medical Biophysics, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0003-1856-9038
Ellis	Christopher G.	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0002-7760-1846
Fakir	Hatim	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Farag	Adam Helmy	Medical Biophysics	Schulich School of Medicine & Dentistry	
Frisbee	Jefferson	"Medical Biophysics, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0003-2751-0599
Gaede	Stewart	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	0000-0001-9941-4905
Gati	Joseph Sandor	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0003-3205-7274
Gilbert	Kyle Michael	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0003-3026-5686
Goldman	Daniel	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0002-8707-5536
Holdsworth	David W.	"Medical Biophysics, Robarts - Imaging, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-0603-5322
Hoover	Douglas	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Huynh	Elizabeth	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Karnas	Scott Joseph	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Khan	Ali	"Medical Biophysics, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0002-0760-8647
Kharche	Sanjay R	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0002-2634-4894
Lewis	Craig Edward	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Maleki Vareki	Saman	"Medical Biophysics, Oncology, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	0000-0002-9615-7779
Mattonen	Sarah Ashley	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	0000-0002-8172-1074
McGuire	John J.	"Medical Biophysics, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0003-0302-3884
Milej	Daniel Franciszek	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0003-3173-0834
Murrell	Donna Helen	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Nicholson	Andrew Alan	Medical Biophysics	Schulich School of Medicine & Dentistry	
Palaniyappan	Lena	"Medical Biophysics, Psychiatry, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0003-1640-7182
Palma	David A	"Medical Biophysics, Oncology, Otolaryngology"	Schulich School of Medicine & Dentistry	0000-0002-9542-0627
Patrick	John Christian	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Ronald	John A.	"Medical Biophysics, Microbiology & Immunology, Oncology, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0003-3665-173X
Schaly	Bryan	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Scholl	Timothy James	"Medical Biophysics, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0002-0807-363X
Sehl	Olivia	Medical Biophysics	Schulich School of Medicine & Dentistry	
Seminowicz	David Anthony	"Medical Biophysics, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0003-3111-3756
Snir	Jonatan	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	
Surry	Kathleen Jane Mackworth	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	0000-0002-5970-0277
Thiessen	Jonathan	Medical Biophysics	Schulich School of Medicine & Dentistry	0000-0001-6132-3020
Thompson	R.Terry	Medical Biophysics	Schulich School of Medicine & Dentistry	
Tyml	Karel	Medical Biophysics	Schulich School of Medicine & Dentistry	
Vickress	Jason Robert	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	0000-0002-6945-4479
Ward	Aaron D	"Medical Biophysics, Oncology"	Schulich School of Medicine & Dentistry	0009-0006-5064-9926
Arts	Eric Joseph	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0002-4880-7968
Barr	Stephen	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0002-0028-7430
Burton	Jeremy P	"Microbiology & Immunology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-3591-6436
Cabrera	Ana	"Microbiology & Immunology, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	
Colby	William D	"Microbiology & Immunology, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	
Creuzenet	Carole	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0002-7435-5862
Dekaban	Gregory A.	"Microbiology & Immunology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0002-3087-4660
DeKoter	Rodney Peter	"Microbiology & Immunology, Oncology"	Schulich School of Medicine & Dentistry	0000-0002-9201-1983
Dikeakos	Dimitrios Jimmy	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0001-8141-5395
Fruci	Michael James	Microbiology & Immunology	Schulich School of Medicine & Dentistry	
Guariglia Oropeza	Veronica	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0001-7851-2514
Haeryfar	Mansour	"Microbiology & Immunology, Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-1125-8176
Heinrichs	David	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0002-7217-2456
Heit	Bryan Jason	"Microbiology & Immunology, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0003-2392-468X
Hill	Jeremy David	Microbiology & Immunology	Schulich School of Medicine & Dentistry	
Jevnikar	Anthony M.	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0002-3374-8758
Kang	Chil-Yong	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0003-1759-6173
Kerfoot	Steven	"Microbiology & Immunology, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0002-5401-0373
Kim	Sung O	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0002-0282-6661
Klein	Robyn	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0003-4507-2668
Mann	Jamie	Microbiology & Immunology	Schulich School of Medicine & Dentistry	
McCormick	John	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0003-3742-7289
Mymryk	Joseph	"Microbiology & Immunology, Oncology, Otolaryngology"	Schulich School of Medicine & Dentistry	0000-0002-3521-8005
Sener	Alp	"Microbiology & Immunology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-8305-0876
Singh	Bhagirath	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0002-9792-8694
Troyer	Ryan M	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0001-8908-5853
Zheng	Xiufen	"Microbiology & Immunology, Pathology and Lab Medicine, Surgery"	Schulich School of Medicine & Dentistry	0000-0001-9988-697X
Zukowski	Stephanie Anne	Microbiology & Immunology	Schulich School of Medicine & Dentistry	0000-0003-4180-2707
Abu Rafea	Basim	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0002-9601-7098
Banner	Harrison	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0002-2106-4711
Black	Stephanie Alicia	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Chan	Cynthia	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Chou	Queena	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Coughlin	Kevin	"Obstetrics & Gynaecology, Paediatrics"	Schulich School of Medicine & Dentistry	
Crumley	Tracey Lynn	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
De Vrijer	Barbra	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0002-4823-9753
DiCecco	Robert	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Eastabrook	Genevieve	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0001-9184-2796
Feyles	Valter	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Gratton	Robert Jeffery	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0002-2639-5958
Hardy	Daniel Barry	"Obstetrics & Gynaecology, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0001-5445-273X
Hollett-Caines	Jackie R	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0003-2866-5541
Hutson	Janine Rose	"Obstetrics & Gynaecology, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0003-0828-0804
Iseyemi	Abigail	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Jang	Ji-Hyun	"Obstetrics & Gynaecology, Oncology"	Schulich School of Medicine & Dentistry	
King	Carol Philberta	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Kulkarni	Anjali	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Kuzma	Tamara	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0003-2839-5705
Leong	Yvonne Wai-Wan	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0002-2876-0074
Lovett	Erin Patricia	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0001-6814-4228
MacMillan	J.B	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
McGee	Jacob D	"Obstetrics & Gynaecology, Oncology"	Schulich School of Medicine & Dentistry	0000-0003-3210-0682
Moltner	Stephanie	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Penava	Debbie	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0003-1666-500X
Rebel	Margaretha	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Regnault	Timothy R	"Obstetrics & Gynaecology, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0003-1930-8358
Salman	Lina	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Sharma	Verinder	"Obstetrics & Gynaecology, Psychiatry"	Schulich School of Medicine & Dentistry	0000-0002-9885-8245
Sovran	Laura	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Sugimoto	Akira Kyle	"Obstetrics & Gynaecology, Oncology"	Schulich School of Medicine & Dentistry	
Taylor	Taryn Suzanne Marie	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0003-0562-5045
Tekpetey	Francis	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	
Vilos	Angelos George	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0003-0899-0187
Vilos	George Angelos	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0002-2007-8791
Yang	Kaiping	Obstetrics & Gynaecology	Schulich School of Medicine & Dentistry	0000-0003-2452-3984
Ahmad	Belal	Oncology	Schulich School of Medicine & Dentistry	
Allan	Alison	"Oncology, Office of Research Services"	"Schulich School of Medicine & Dentistry, Senior Administration"	0000-0002-0344-1181
Arifin	Andrew Junata	Oncology	Schulich School of Medicine & Dentistry	
Bhat	Vasudeva	Oncology	Schulich School of Medicine & Dentistry	0000-0003-2228-6217
Blanchette	Phillip	Oncology	Schulich School of Medicine & Dentistry	
Brackstone	Muriel	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-7741-2199
Breadner	Daniel	Oncology	Schulich School of Medicine & Dentistry	0000-0001-5379-7621
Castro Mendez	Lucas	Oncology	Schulich School of Medicine & Dentistry	0000-0002-0440-3320
Cecchini	Matthew	"Oncology, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	0000-0001-7224-5216
Colquhoun	Patrick H D	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-9015-1405
Correa	Rohann Jonathan Mark	Oncology	Schulich School of Medicine & Dentistry	0000-0003-0886-1625
Dagnino	Lina	"Oncology, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0003-1483-5159
De Vasconcelos Fernandes	Ricardo	Oncology	Schulich School of Medicine & Dentistry	
Di Guglielmo	John	"Oncology, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0002-2439-2737
Dick	Fred	"Oncology, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	0000-0002-0047-9985
Dodbiba	Lorin	Oncology	Schulich School of Medicine & Dentistry	
D'Souza	David Paul	Oncology	Schulich School of Medicine & Dentistry	0000-0001-5093-7107
Ernst	Scott D.	Oncology	Schulich School of Medicine & Dentistry	0000-0001-6810-9270
Fisher	Barbara Jean	Oncology	Schulich School of Medicine & Dentistry	0000-0003-3251-6143
Fortin	Dalilah	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	
Fung	Kevin	"Oncology, Otolaryngology"	Schulich School of Medicine & Dentistry	0000-0003-1648-8859
Ghafoor	Akmal	Oncology	Schulich School of Medicine & Dentistry	
Giffoni de Mello Morais Mata	Danilo	Oncology	Schulich School of Medicine & Dentistry	0000-0001-7375-4346
Goodman	Christopher David	Oncology	Schulich School of Medicine & Dentistry	
Gupta	Rasna	Oncology	Schulich School of Medicine & Dentistry	
Hahn	Karin	Oncology	Schulich School of Medicine & Dentistry	
Hamm	Caroline Marie	Oncology	Schulich School of Medicine & Dentistry	0000-0003-1326-2088
Hanna	Lilian	Oncology	Schulich School of Medicine & Dentistry	0000-0003-4446-7553
Helou	Joelle	Oncology	Schulich School of Medicine & Dentistry	0000-0002-4329-7233
Hirmiz	Khalid	Oncology	Schulich School of Medicine & Dentistry	
Huang	Kitty	Oncology	Schulich School of Medicine & Dentistry	0000-0002-0653
Huynh	Melissa Jessica	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-1279-9599
Inculet	Richard I	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-5437-7378
Inman	Brant	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-6060-4485
Izawa	Jonathan Iwao	"Oncology, Pathology and Lab Medicine, Surgery"	Schulich School of Medicine & Dentistry	0000-0003-3901-7873
Kanjeekal	Sindu Mary	Oncology	Schulich School of Medicine & Dentistry	
Khan	Sahar	Oncology	Schulich School of Medicine & Dentistry	
Knowles	Sarah Angela	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-8840-6392
Kulkarni	Swati	Oncology	Schulich School of Medicine & Dentistry	
Kuruvilla	Sara	Oncology	Schulich School of Medicine & Dentistry	0000-0002-3931-8521
Laba	Joanna Marie	Oncology	Schulich School of Medicine & Dentistry	0000-0002-4874-6499
Lang	Pencilla	"Oncology, Otolaryngology"	Schulich School of Medicine & Dentistry	0000-0003-3156-4450
Latosinsky	Steven	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-7013-7198
Leslie	Kenneth A	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-0509-606X
Lock	Michael	Oncology	Schulich School of Medicine & Dentistry	0000-0002-3782-4463
Logan	Diane	Oncology	Schulich School of Medicine & Dentistry	0000-0003-0788-9087
Macdonald	Maria Jill	Oncology	Schulich School of Medicine & Dentistry	0000-0002-0141-5203
Maciver	Allison	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0003-3393-9279
MacNeil	S.Danielle	"Oncology, Otolaryngology"	Schulich School of Medicine & Dentistry	0000-0001-6666-9055
Malthaner	Richard A	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-3763-4838
Mathews	John	Oncology	Schulich School of Medicine & Dentistry	
Min	Weiping	"Oncology, Pathology and Lab Medicine, Surgery"	Schulich School of Medicine & Dentistry	0000-0001-7389-3194
Mithoowani	Hamid Mithu	Oncology	Schulich School of Medicine & Dentistry	
Mutsaers	Adam James	Oncology	Schulich School of Medicine & Dentistry	0000-0002-2185-6874
Nasser	Abdullah	Oncology	Schulich School of Medicine & Dentistry	
Nayak	Rahul	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0003-1652-0417
Nguyen	Timothy	Oncology	Schulich School of Medicine & Dentistry	
Nichols	Anthony C	"Oncology, Otolaryngology"	Schulich School of Medicine & Dentistry	0000-0002-0760-980X
Ott	Michael Colin	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-0816-7089
Pan	Ming	Oncology	Schulich School of Medicine & Dentistry	
Panuganty	Veera Durga	Oncology	Schulich School of Medicine & Dentistry	
Pautler	Stephen E	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0001-9281-8122
Peng	Jonathan	Oncology	Schulich School of Medicine & Dentistry	0000-0003-4164-3654
Perera	Francisco	Oncology	Schulich School of Medicine & Dentistry	
Pin	Christopher Louis	"Oncology, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0002-1245-1058
Power	Nicholas E	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0009-0009-5591-2174
Preti	Beatrice	Oncology	Schulich School of Medicine & Dentistry	
Qiabi	Mehdi	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0001-9428-1904
Qu	Xuanlu	Oncology	Schulich School of Medicine & Dentistry	0000-0003-3834-0601
Quan	Douglas	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-9982-3159
Read	Nancy	Oncology	Schulich School of Medicine & Dentistry	
Rodrigues	George Boris	Oncology	Schulich School of Medicine & Dentistry	0000-0002-7174-4280
Roth	Kathryn Elizabeth	"Oncology, Otolaryngology"	Schulich School of Medicine & Dentistry	0000-0002-1389-2576
Sanatani	Michael Susmoy	Oncology	Schulich School of Medicine & Dentistry	0000-0002-2423-7171
Skaro	Anton Ivan	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-9215-647X
Stewart	Paul James	Oncology	Schulich School of Medicine & Dentistry	
Tang	Ephraim Shin-Tian	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-2392-3380
Tsvetkova	Elena V.	Oncology	Schulich School of Medicine & Dentistry	
Van Koughnett	Julie Ann Marie	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-8774-2191
Vandenberg	Ted	Oncology	Schulich School of Medicine & Dentistry	
Velker	Vikram Machindra	Oncology	Schulich School of Medicine & Dentistry	
Vincent	Mark D	Oncology	Schulich School of Medicine & Dentistry	0000-0001-9551-2831
Watling	Christopher John	Oncology	Schulich School of Medicine & Dentistry	
Welch	Stephen	Oncology	Schulich School of Medicine & Dentistry	0000-0003-1455-4664
Winquist	Eric	"Oncology, Otolaryngology, Surgery"	Schulich School of Medicine & Dentistry	
Yaremko	Brian	Oncology	Schulich School of Medicine & Dentistry	0000-0002-5055-9027
Yoo	John Heung-Joon	"Oncology, Schulich - Office of the Dean"	Schulich School of Medicine & Dentistry	0000-0002-2815-893X
Younus	Jawaid J.	Oncology	Schulich School of Medicine & Dentistry	0000-0003-4941-5306
Yousuf	Junaid	Oncology	Schulich School of Medicine & Dentistry	
Zwiep	Terry Murray	"Oncology, Surgery"	Schulich School of Medicine & Dentistry	0000-0003-4345-0215
Allen	Larry Hugh	Ophthalmology	Schulich School of Medicine & Dentistry	
Anderson	Matthew	Ophthalmology	Schulich School of Medicine & Dentistry	
Andriatti Paulo	Danilo	Ophthalmology	Schulich School of Medicine & Dentistry	
Camacho	Alex De Oliveira Coronel	Ophthalmology	Schulich School of Medicine & Dentistry	
Chakrabarti	Subrata	"Ophthalmology, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	0000-0002-0208-1401
Dave	Sapna Sharan	"Ophthalmology, Surgery"	Schulich School of Medicine & Dentistry	
Hutnik	Cindy Mary-Lynn	"Ophthalmology, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	0000-0001-9084-292X
Iordanous	Yiannis	Ophthalmology	Schulich School of Medicine & Dentistry	
Li	Bo	Ophthalmology	Schulich School of Medicine & Dentistry	
Makar	Inas H	"Ophthalmology, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-4873-4076
Malvankar	Monali Madhukar	Ophthalmology	Schulich School of Medicine & Dentistry	0000-0001-7875-7386
McIlraith	Ian Peter	Ophthalmology	Schulich School of Medicine & Dentistry	
Motolko	Michael	Ophthalmology	Schulich School of Medicine & Dentistry	
Park	Sei Young John	Ophthalmology	Schulich School of Medicine & Dentistry	
Plemel	David James	Ophthalmology	Schulich School of Medicine & Dentistry	
Proulx	Alain Arthur	Ophthalmology	Schulich School of Medicine & Dentistry	
Ribeiro Juncal Mendez	Verena	Ophthalmology	Schulich School of Medicine & Dentistry	0000-0001-8559-540X
Sharon Priel	Tal	Ophthalmology	Schulich School of Medicine & Dentistry	
Sheidow	Thomas G.	Ophthalmology	Schulich School of Medicine & Dentistry	0000-0001-6370-1857
Tingey	David P	Ophthalmology	Schulich School of Medicine & Dentistry	
Tong	Maya	Ophthalmology	Schulich School of Medicine & Dentistry	0000-0002-6110-5477
Bajin	Munir Demir	Otolaryngology	Schulich School of Medicine & Dentistry	0000-0003-1088-4367
Brandt	Michael	Otolaryngology	Schulich School of Medicine & Dentistry	
Doyle	Philip	Otolaryngology	Schulich School of Medicine & Dentistry	
Helpard	Luke William	Otolaryngology	Schulich School of Medicine & Dentistry	
Husein	Murad	"Otolaryngology, Paediatrics, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-0805-2644
Martin	Ruth E	"Otolaryngology, Grad & Postdoc Studies(SGPS)"	"Schulich School of Medicine & Dentistry, Senior Administration"	0000-0002-3102-6057
Paradis	Josee	Otolaryngology	Schulich School of Medicine & Dentistry	
Phillips	Timothy	Otolaryngology	Schulich School of Medicine & Dentistry	
Rohani	Seyed Alireza	Otolaryngology	Schulich School of Medicine & Dentistry	
Strychowsky	Julie Elizabeth	"Otolaryngology, Surgery"	Schulich School of Medicine & Dentistry	0000-0001-5460-3155
Weir	Michele Monique	"Otolaryngology, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	
You	Peng	Otolaryngology	Schulich School of Medicine & Dentistry	0000-0001-6573-5735
Abdulsatar	Farah	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-2426-0723
Altamirano-Diaz	Luis	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-9416-1670
Anderson	Cory Alec Manzo	Paediatrics	Schulich School of Medicine & Dentistry	
Ashok	Dhandapani	Paediatrics	Schulich School of Medicine & Dentistry	
Augustine	Sajit	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-2161-4226
Bartley	Debra	"Paediatrics, Surgery"	Schulich School of Medicine & Dentistry	
Barton-Forbes	Michelle	Paediatrics	Schulich School of Medicine & Dentistry	
Bax	Karen Ann	Paediatrics	Schulich School of Medicine & Dentistry	
Bax	Kevin C	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-5775-2356
Belisle	Sheena Rose-Meline	Paediatrics	Schulich School of Medicine & Dentistry	
Bhattacharya	Soume	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-3715-8066
Brar	Jagraj Singh	Paediatrics	Schulich School of Medicine & Dentistry	
Bravo	Grace	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-0795-6542
Burgess	Paige	Paediatrics	Schulich School of Medicine & Dentistry	
Butter	Andreana	"Paediatrics, Surgery"	Schulich School of Medicine & Dentistry	
Cacciotti	Chantel-Danielle	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-4968-8956
Cairney	A. Elizabeth L.	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-1569-8838
Cassidy	Caitlin	"Paediatrics, Physical Medicine and Rehab"	Schulich School of Medicine & Dentistry	0000-0003-3566-8142
Chen	Breanna Ashley	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-2524-2412
Cheng	Anita	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-6787-7275
Clarson	Cheril L	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-0553-6915
Crowley	Eileen	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-9545-4384
da Silva	Orlando Pereira	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-5006-537X
Dave	Sumit	"Paediatrics, Surgery"	Schulich School of Medicine & Dentistry	
Del Pozzo Magana	Blanca Rosa	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-8597-5485
Desai	Tejas Suryakant	Paediatrics	Schulich School of Medicine & Dentistry	
Drysdale	Thomas A	"Paediatrics, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	
Ens	Andrea Rae Doris	Paediatrics	Schulich School of Medicine & Dentistry	
Filler	Guido	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-1891-6765
Fisman	Sandra Norma	"Paediatrics, Psychiatry"	Schulich School of Medicine & Dentistry	0000-0001-9771-4736
Gallego	Patricia	Paediatrics	Schulich School of Medicine & Dentistry	
Gangam	Hema	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-7063-9916
Garcia-Bournissen	Facundo	"Paediatrics, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0002-8732-247X
Geerlinks	Ashley Victoria	Paediatrics	Schulich School of Medicine & Dentistry	
Giangioppo	Sandra	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-9839-8886
Glazer	Sara Rachel	Paediatrics	Schulich School of Medicine & Dentistry	
Grattan	Michael	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-6698-9232
Grimmer	Joanne	Paediatrics	Schulich School of Medicine & Dentistry	
Gunz	Anna	Paediatrics	Schulich School of Medicine & Dentistry	
Halabi	Mohamad	Paediatrics	Schulich School of Medicine & Dentistry	
Istasy	Victor Fayez	Paediatrics	Schulich School of Medicine & Dentistry	
Johnson	Taneille	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-5081-7233
Kapalanga	Joachim	Paediatrics	Schulich School of Medicine & Dentistry	
Karp	Natalya	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-7847-2273
Kempinska Komorowsky	Anna Yvonne	Paediatrics	Schulich School of Medicine & Dentistry	
